"id","a4a","a6a","a2","a0","b1","b5","b7a","d1a1x","g1a","BMj4c","j30_environment_pos","BMj5","n2a","n2e","n2b","n2f","n2i","n2p","BMGa1","BMGa2","BMGa4","BMGb1","BMGb2","BMGc2","BMGc5","BMGc7","BMGc8","BMGc16","BMGc18","BMGc23a","BMGc23b","BMGc23c","BMGc23d","BMGc23e","BMGc23f","BMGc23g","BMGc23h","BMGc23i","BMGc23j","BMGc24","BMGc25","BMGc27","BMGd6","BMGd7","BMGe1","BMGe2","BMGe2u"
"605199","Машины и оборудование","Крупный","Приволжский федеральный округ","Производство","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2002","Нет","Производство Комплектующих Для Автомобилей И Деталей Двигателей","Не применимо","Не является препятствием","9","Энергетика","Не знаю","Не знаю","Не знаю","Не знаю","","Не знаю","Нет","Нет","Да","Нет","Нет","Каждый квартал","Каждый квартал","Да","Нет","Да","Нет","Нет","Нет","Нет","Да","Нет","Нет","Да","Да","Да","Да","Другие меры по борьбе с загрязнением","Да","","Нет","Не знаю","Не знаю","Не знаю",""
"605202","Машины и оборудование","Крупный","Приволжский федеральный округ","Производство","Акционерное общество, акции которого обращаются на фондовом рынке","2001","Нет","Производство Гидравлического Усилителя рулевого управления","Не применимо","Не является препятствием","8","Окружающая Среда","Не знаю","Не знаю","Не знаю","Не знаю","","Не знаю","Нет","Нет","Да","Нет","Нет","Каждое полугодие","Каждое полугодие","Да","Нет","Да","Нет","Нет","Нет","Да","Да","Нет","Нет","Да","Нет","Нет","Да","Другие меры по борьбе с загрязнением","Да","","Нет","Не знаю","Не знаю","Не знаю",""
"605208","Машины и оборудование","Крупный","Уральский федеральный округ","Производство","Акционерное общество, акции которого обращаются на фондовом рынке","1817","Нет","Производство Военной техники","Не применимо","Не является препятствием","1","Окружающая Среда","Не знаю","Не знаю","Не знаю","Не знаю","","Не знаю","Да","Да","Да","Нет","Не знаю","Каждый квартал","","Не знаю","","Да","Не знаю","Не знаю","Не знаю","Да","Да","Да","Да","Не знаю","Да","Да","Не знаю","Не знаю","Да","","Не знаю","Не знаю","Не знаю","Не знаю",""
"605209","Неметаллические Минеральные продукты","Крупный","Уральский федеральный округ","Производство","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2010","Нет","Производство Корпусной И встроенной мебели","Не знаю","Не является препятствием","8","Не знаю","Не знаю","Не знаю","Не знаю","Не знаю","","Не знаю","Да","Да","Да","Нет","Нет","Каждый месяц","","Не знаю","","Да","Не знаю","Не знаю","Не знаю","Да","Да","Да","Да","Не знаю","Да","Да","Не знаю","Усовершенствования системы освещения","Да","","Не знаю","Не знаю","Не знаю","Не знаю",""
"605214","Готовые Металлические Изделия","Крупный","Уральский федеральный округ","Производство","Акционерное общество, акции которого обращаются на фондовом рынке","2002","Нет","Производство Труб, Полых Профилей И Фитингов","100","Незначительное препятствие","4","Транспорт","2000000000","1000000000","Не знаю","Не знаю","","Не знаю","Нет","Да","Да","Нет","Нет","Каждый месяц","Каждый месяц","Нет","","Нет","Нет","Да","Нет","Да","Да","Нет","Нет","Да","Да","Да","Да","Модернизация машин и оборудования","Да","","Нет","Нет","Не знаю","Не знаю",""
"605241","Еда","Средний","Приволжский федеральный округ","Производство","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2001","Нет","Производство пива","Не знаю","Не является препятствием","1","Информационные и Коммуникационные Технологии ","2200000000","Не знаю","Не знаю","Не знаю","","Не знаю","Нет","Нет","Нет","Нет","Нет","Каждый день","Каждый день","Да","Да","Да","Да","Да","Нет","Да","Да","Да","Да","Нет","Да","Да","Нет","Усовершенствования системы освещения","Да","","Нет","Да","Не знаю","Не знаю",""
"605249","Предметы одежды","Средний","Приволжский федеральный округ","Производство","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","1992","Да","Мы производим Детский Льняной Трикотаж: Ползунки, Распашонки, Комбинезоны, Пижамы Для Мужчин и Женщин, Трусики, Футболки, Джемперы, Халаты","100","Не является препятствием","8","Образование","88000000","120000000","15000000","15000000","","250000000","Да","Да","Да","Нет","Нет","Каждый месяц","Каждый месяц","Нет","","Нет","Нет","Да","Нет","Да","Нет","Да","Нет","Да","Нет","Да","Нет","Улучшения в области отопления и охлаждения","Да","","Да","Да","Не знаю","Не знаю",""
"605267","Другое Производство","Средний","Приволжский федеральный округ","Производство","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2009","Да","Производство Экструзионных Дверей, Ламинированных шпоном","70","Незначительное препятствие","4","Информационные и Коммуникационные Технологии ","43500000","63760000","630000","Не знаю","","Не знаю","Да","Да","Да","Нет","Нет","Каждый месяц","Каждый месяц","Нет","","Не знаю","Не знаю","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Да","","Нет","Не является приоритетом по сравнению с другими инвестициями","Нет","Нет","84000","Не знаю",""
"605300","Неметаллические Минеральные продукты","Средний","Приволжский федеральный округ","Производство","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","1957","Нет","Производство Стекла Из кварцевого песка","100","Незначительное препятствие","8","Энергетика","173840802","223212007","3002009","9688000","","Не знаю","Да","Да","Да","Нет","Нет","Каждый месяц","Каждый месяц","Да","Да","Да","Да","Да","Нет","Да","Да","Нет","Да","Да","Нет","Нет","Да","Другие меры по борьбе с загрязнением","Да","","Не знаю","Да","Не знаю","Не знаю",""
"605366","Неметаллические Минеральные продукты","Крупный","Сибирский федеральный округ","Производство","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2002","Да","Производство товарного бетона","0","Среднее препятствие","2","Транспорт","50000000","40000000","1500000","3000000","","95000000","Да","Нет","Нет","Нет","Нет","Каждый месяц","Каждый месяц","Нет","","Нет","Нет","Да","Нет","Нет","Да","Да","Нет","Да","Нет","Да","Да","Улучшения в области отопления и охлаждения","Нет","Не является приоритетом по сравнению с другими инвестициями","Нет","Нет","21000","55000","Литры"
"605381","Машины и оборудование","Крупный","Северо-Западный федеральный округ","Производство","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","1993","Нет","Производство Гильотинных Ножниц, Ленточных Пил Для Резки Профильных Труб, Бурового Оборудования, В том числе Мобильных Станков С Магнитной Установкой, Автоматических и Полуавтоматических Сварочных Аппаратов.","100","Незначительное препятствие","7","Образование","50880000","11000000","700000","990000","","63700000","Нет","Нет","Нет","Нет","Нет","","","Нет","","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","","Нет","Нехватка финансовых ресурсов","Нет","Нет","16000","0",""
"605390","Неметаллические Минеральные продукты","Крупный","Северо-Западный федеральный округ","Производство","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2002","Нет","Производство товарного бетона","0","Не является препятствием","4","Другое","70000000","Не знаю","Не знаю","Не знаю","","Не знаю","Нет","Нет","Нет","Нет","Нет","","","Нет","","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","","Не знаю","","Нет","Нет","Не знаю","Не знаю",""
"605392","Неметаллические Минеральные продукты","Крупный","Северо-Западный федеральный округ","Производство","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2011","Нет","Производство продуктов Из Природного Асфальта Или битума, Каменноугольного Пека, Нефтяного Битума, Битумных Смесей В Виде Экструдированных Или Формованных Плит, Брикетов, Плит И Черепицы, Используемых Для Облицовки, Покрытий и Мощения - Мягкой (Рулонной) кровли и","100","Незначительное препятствие","2","Окружающая Среда","50200000","30500000","1700000","2100000","","90000000","Нет","Нет","Нет","Нет","Нет","","","Нет","","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","","Нет","Нехватка финансовых ресурсов","Нет","Нет","8400","0",""
"605417","Машины и оборудование","Крупный","Северо-Западный федеральный округ","Производство","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","1995","Нет","Производство Строп, Грейферов, Траверс, Оборудования Для Погрузчиков, Кантователей, Крюковых Подвесов, Домкратов, Крепежных Элементов Для Грузов, Устройств Для Перемещения Бочек, Лебедок, Мобильных Платформ, Кранов (Мостовых, Козловых, Консольных).","100","Незначительное препятствие","4","Окружающая Среда","320000000","7000000","1100000","Не знаю","","360000000","Нет","Нет","Нет","Нет","Нет","","","Нет","","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","","Нет","Нехватка финансовых ресурсов","Нет","Нет","Не знаю","0",""
"608247","Розничная торговля","Малый","Дальневосточный федеральный округ","Другие услуги","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2005","Нет","Розничная Торговля Автозапчастями","Не применимо","Незначительное препятствие","3","Информационные и Коммуникационные Технологии ","4500000","","20000","Не знаю","","","Нет","Нет","Нет","Нет","Нет","","","Нет","","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","","Нет","Не является приоритетом по сравнению с другими инвестициями","Нет","Нет","Не знаю","Не знаю",""
"612686","Розничная торговля","Малый","Приволжский федеральный округ","Розничная торговля","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2016","Да","Розничная Продажа Освещения И Мебели","Не применимо","Не является препятствием","1","Окружающая Среда","3960000","","Не знаю","Не знаю","Не знаю","","Нет","Нет","Да","Нет","Нет","Каждый месяц","","Да","Нет","Да","Нет","Нет","Нет","Да","Да","Нет","Нет","Да","Да","Да","Нет","Усовершенствования системы освещения","Да","","Нет","Не знаю","Не знаю","Не знаю",""
"612989","Розничная торговля","Малый","Центральный Федеральный округ","Розничная торговля","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2002","Нет","Розничная Торговля Продуктами питания И Товарами Народного Потребления, Хозяйственными Товарами И Средствами Личной гигиены","Не применимо","Серьезное препятствие","2","Здоровье","9200000","","165000","0","30000000","","Нет","Нет","Нет","Да","Нет","Каждый квартал","","Нет","","Нет","Нет","Да","Нет","Да","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Ничего из вышеперечисленного  ","Нет","Не является приоритетом по сравнению с другими инвестициями","Нет","Нет","Не знаю","Не знаю",""
"620676","Розничная торговля","Малый","Уральский федеральный округ","Розничная торговля","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2010","Нет","Розничная Продажа Напитков В Специализированных Магазинах","100","Среднее препятствие","6","Энергетика","65000000","","Не знаю","Не знаю","Не знаю","","Нет","Нет","Да","Нет","Нет","Каждый месяц","","Нет","","Да","Нет","Да","Да","Да","Нет","Нет","Нет","Да","Да","Да","Нет","Модернизация транспортных средств","Нет","Не выгодно","Нет","Нет","Не знаю","Не знаю",""
"622914","Розничная торговля","Малый","Уральский федеральный округ","Розничная торговля","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","Не знаю","Не знаю","Розничная Торговля Корпусной Мебелью, Мебельные Магазины, Магазины Матрасов, Кухонная Мебель","Не знаю","Не является препятствием","4","Окружающая Среда","Не знаю","","Не знаю","Не знаю","Не знаю","","Нет","Нет","Да","Нет","Нет","Каждый месяц","","Не знаю","","Да","Не знаю","Не знаю","Да","Да","Да","Не знаю","Не знаю","Да","Да","Да","Не знаю","Управление энергопотреблением","Да","","Нет","Да","Не знаю","Не знаю",""
"623609","Розничная торговля","Малый","Южный федеральный округ и Северо-Кавказский федеральный округ","Розничная торговля","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2013","Нет","Розничная Продажа пива В Специализированных магазинах","0","Не является препятствием","4","Транспорт","1680000","","12000","Не знаю","100000","","Нет","Нет","Нет","Нет","Нет","","","Нет","","Нет","Нет","Нет","Нет","Нет","Нет","Да","Нет","Нет","Нет","Нет","Нет","","Нет","Нехватка финансовых ресурсов","Нет","Нет","2500","0",""
"624511","Розничная торговля","Малый","Сибирский федеральный округ","Розничная торговля","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2016","Нет","Розничная Торговля Строительными Материалами","0","Не является препятствием","9","Окружающая Среда","1300000","","0","0","1300000","","Нет","Нет","Нет","Нет","Нет","","","Нет","","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","","Нет","Не выгодно","Да","Да","Не знаю","Не знаю",""
"625707","Розничная торговля","Малый","Дальневосточный федеральный округ","Розничная торговля","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2007","Да","Розничная Продажа Телефонов, Планшетов, Sim-Карт","0","Не является препятствием","3","Транспорт","700000","","20000","Не знаю","800000","","Нет","Нет","Нет","Нет","Нет","Каждый месяц","","Нет","","Нет","Нет","Нет","Нет","Нет","Нет","Да","Нет","Нет","Нет","Да","Нет","Минимизация отходов, вторичная переработка и управление отходами","Нет","Не является приоритетом по сравнению с другими инвестициями","Да","Да","Не знаю","Не знаю",""
"629318","Розничная торговля","Малый","Южный федеральный округ и Северо-Кавказский федеральный округ","Розничная торговля","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2000","Да","Розничная Торговля продуктами питания","0","Не является препятствием","6","Не знаю","Не знаю","","Не знаю","Не знаю","Не знаю","","Нет","Нет","Нет","Нет","Нет","","","Нет","","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","","Нет","Не выгодно","Нет","Нет","Не знаю","0",""
"629864","Розничная торговля","Малый","Южный федеральный округ и Северо-Кавказский федеральный округ","Розничная торговля","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","1992","Нет","Розничная продажа замороженных продуктов В Неспециализированных магазинах","100","Не является препятствием","7","Здоровье","4000000","","30000","Не знаю","10000000","","Нет","Нет","Нет","Нет","Нет","","","Нет","","Нет","Нет","Да","Нет","Да","Нет","Нет","Нет","Нет","Нет","Нет","Да","Улучшения в области отопления и охлаждения","Нет","Не является приоритетом по сравнению с другими инвестициями","Нет","Нет","5000","0",""
"630199","Розничная торговля","Малый","Сибирский федеральный округ","Розничная торговля","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2002","Нет","Розничная Торговля Тканями И Фурнитурой Для Одежды, Аксессуарами","100","Не является препятствием","4","Транспорт","Не знаю","","Не знаю","Не знаю","Не знаю","","Нет","Нет","Нет","Нет","Нет","Каждый месяц","","Нет","","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Да","Нет","","Нет","Не знаю","Нет","Нет","Не знаю","Не знаю",""
"630598","Розничная торговля","Малый","Северо-Западный федеральный округ","Розничная торговля","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2017","Да","Розничная Торговля Мягкой Мебелью","Не применимо","Незначительное препятствие","9","Здоровье","2700000","","Не знаю","Не знаю","Не знаю","","Нет","Нет","Нет","Нет","Нет","","","Нет","","Нет","Нет","Не применимо","Не применимо","Нет","Не применимо","Не применимо","Не применимо","Не применимо","Не применимо","Не применимо","Не применимо","","Нет","Не является приоритетом по сравнению с другими инвестициями","Нет","Нет","Не знаю","Не знаю",""
"633900","Розничная торговля","Малый","Центральный Федеральный округ","Розничная торговля","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","1999","Нет","Розничная Продажа Лекарств В Специализированном магазине","Не применимо","Не является препятствием","5","Здоровье","4000000","","150000","150000","7000000","","Нет","Нет","Нет","Нет","Нет","","","Нет","","Нет","Нет","Да","Нет","Да","Нет","Да","Нет","Нет","Нет","Нет","Нет","Минимизация отходов, вторичная переработка и управление отходами","Нет","Нехватка финансовых ресурсов","Да","Нет","Не знаю","Не знаю",""
"636942","Розничная торговля","Малый","Центральный Федеральный округ","Розничная торговля","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","1994","Нет","Розничная торговля В Основном Продуктами питания, Включая Напитки И Табачные изделия, В Неспециализированных магазинах","Не применимо","Среднее препятствие","4","Окружающая Среда","11800000","","9700","38000","3878000","","Нет","Нет","Нет","Да","Нет","","","Нет","","Нет","Нет","Да","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","","Нет","Нехватка финансовых ресурсов","Нет","Нет","1500","Не знаю",""
"648472","Розничная торговля","Малый","Приволжский федеральный округ","Другие услуги","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2013","Нет","Торговля Строительными Материалами","0","Незначительное препятствие","3","Здоровье","Не знаю","","95000","Не знаю","","","Нет","Нет","Нет","Нет","Нет","Каждый год","","Нет","","Да","Да","Да","Нет","Да","Да","Да","Нет","Да","Да","Да","Нет","Усовершенствования системы освещения","Да","","Нет","Нет","Не знаю","Не знаю",""
"650576","Розничная торговля","Малый","Северо-Западный федеральный округ","Розничная торговля","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2003","Нет","Розничная Торговля Обувью","Не применимо","Не применимо","5","Здоровье","Не знаю","","Не знаю","Не знаю","Не знаю","","Нет","Нет","Нет","Нет","Нет","Каждый месяц","","Нет","","Нет","Нет","Нет","Не применимо","Нет","Нет","Нет","Не применимо","Нет","Нет","Нет","Не применимо","","Не знаю","","Нет","Нет","Не знаю","Не знаю",""
"652383","Розничная торговля","Малый","Приволжский федеральный округ","Розничная торговля","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2006","Нет","Розничная Продажа Алкогольных напитков","100","Не является препятствием","8","Здоровье","3100000","","300000","Не знаю","2800000","","Нет","Нет","Нет","Нет","Нет","","","Нет","","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","","Нет","Нехватка финансовых ресурсов","Нет","Нет","Не знаю","0",""
"655414","Розничная торговля","Малый","Сибирский федеральный округ","Розничная торговля","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2009","Нет","Розничная Торговля В Основном Продуктами Питания, Включая Напитки И Табак","100","Не является препятствием","8","Транспорт","1000000","","Не знаю","Не знаю","840000","","Нет","Нет","Нет","Нет","Нет","","","Нет","","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Да","Нет","Нет","","Нет","Не знаю","Нет","Нет","Не знаю","Не знаю",""
"671421","Розничная торговля","Малый","Дальневосточный федеральный округ","Розничная торговля","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2002","Нет","Розничная Продажа Продуктов Питания, Бакалеи, Алкоголя","100","Среднее препятствие","4","Информационные и Коммуникационные Технологии ","3000000","","Не знаю","Не знаю","Не знаю","","Нет","Нет","Нет","Да","Нет","Каждый месяц","","Нет","","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","","Нет","Не является приоритетом по сравнению с другими инвестициями","Нет","Нет","Не знаю","Не знаю",""
"684875","Розничная торговля","Малый","Уральский федеральный округ","Розничная торговля","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2004","Да","Розничная Продажа Преимущественно Пищевых продуктов, Включая Напитки И Табак, В Специализированных Магазинах","0","Незначительное препятствие","7","Образование","6000000","","Не знаю","Не знаю","Не знаю","","Нет","Нет","Да","Нет","Нет","Каждый месяц","","Нет","","Да","Нет","Нет","Нет","Да","Нет","Нет","Нет","Нет","Нет","Нет","Нет","","Нет","Не выгодно","Нет","Нет","Не знаю","Не знаю",""
"686093","Розничная торговля","Малый","Северо-Западный федеральный округ","Розничная торговля","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2013","Да","Розничная Торговля Корпусной Мебелью","Не применимо","Не является препятствием","7","Здоровье","3000000","","Не знаю","Не знаю","Не знаю","","Нет","Нет","Нет","Нет","Нет","Каждый месяц","","Нет","","Нет","Нет","Нет","Не применимо","Нет","Не применимо","Не применимо","Не применимо","Не применимо","Нет","Нет","Нет","","Нет","Неопределенность в отношении будущих цен","Нет","Нет","Не знаю","Не знаю",""
"691167","Розничная торговля","Малый","Центральный Федеральный округ","Розничная торговля","Акционерное общество, акции которого обращаются на фондовом рынке","2009","Да","Розничная Торговля Женской Повседневной Одеждой","Не применимо","Не является препятствием","6","Не знаю","20000000","","Не знаю","Не знаю","Не знаю","","Нет","Нет","Нет","Нет","Нет","","","Нет","","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","","Нет","Неопределенность в отношении будущих цен","Нет","Нет","Не знаю","Не знаю",""
"694217","Розничная торговля","Средний","Центральный Федеральный округ","Другие услуги","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","1997","Нет","Розничная Торговля Автозапчастями","0","Серьезное препятствие","9","Транспорт","13000000","","260000","200000","","","Нет","Нет","Нет","Нет","Нет","","","Нет","","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","","Нет","Не является приоритетом по сравнению с другими инвестициями","Нет","Нет","2500","3000","Тонны"
"694255","Розничная торговля","Средний","Приволжский федеральный округ","Розничная торговля","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2008","Да","Розничная Продажа лекарственных средств","0","Не является препятствием","3","Здоровье","23000000","","1800000","Не знаю","32000000","","Нет","Нет","Нет","Нет","Нет","","","Нет","","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","","Нет","Неопределенность в отношении регулирования","Нет","Нет","Не знаю","0",""
"694433","Розничная торговля","Средний","Северо-Западный федеральный округ","Розничная торговля","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2005","Да","Розничная Продажа Профессиональной Косметики для Мезотерапии","Не применимо","Не применимо","1","Здоровье","15000000","","100000","Не знаю","Не знаю","","Нет","Нет","Нет","Нет","Нет","Каждый квартал","","Нет","","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","","Нет","Не является приоритетом по сравнению с другими инвестициями","Нет","Нет","Не знаю","Не знаю",""
"694726","Розничная торговля","Средний","Центральный Федеральный округ","Другие услуги","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2017","Да","Розничная Продажа Бензина и Нефтепродуктов: ГСМ, Дизельного Топлива и Мазута.","0","Очень серьезное препятствие","9","Транспорт","120000000","","0","Не знаю","","","Нет","Нет","Да","Нет","Нет","","","Нет","","Нет","Нет","Нет","Нет","Да","Нет","Нет","Нет","Нет","Да","Нет","Нет","Модернизация транспортных средств","Нет","Не является приоритетом по сравнению с другими инвестициями","Нет","Нет","Не знаю","Не знаю",""
"695563","Розничная торговля","Средний","Уральский федеральный округ","Розничная торговля","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2002","Нет","Розничная Продажа Товаров Для Спорта, Туризма И Активного Отдыха","Не знаю","Не является препятствием","9","Окружающая Среда","Не знаю","","Не знаю","Не знаю","Не знаю","","Нет","Нет","Да","Нет","Нет","Каждый месяц","","Нет","","Да","Нет","Нет","Нет","Да","Да","Нет","Нет","Да","Да","Да","Нет","Усовершенствования системы освещения","Да","","Нет","Да","Не знаю","Не знаю",""
"695756","Розничная торговля","Средний","Уральский федеральный округ","Розничная торговля","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2003","Да","Розничная Торговля Спортивными Товарами","Не применимо","Не является препятствием","9","Окружающая Среда","9360000","","Не знаю","Не знаю","Не знаю","","Нет","Нет","Да","Нет","Нет","Каждый месяц","","Да","Нет","Да","Нет","Нет","Нет","Нет","Да","Нет","Нет","Да","Нет","Да","Нет","Управление энергопотреблением","Да","","Нет","Не знаю","Не знаю","Не знаю",""
"696130","Розничная торговля","Средний","Приволжский федеральный округ","Розничная торговля","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2003","Нет","Розничная Торговля Обувью","Не применимо","Не является препятствием","5","Не знаю","36500000","","Не знаю","Не знаю","145000000","","Нет","Нет","Нет","Нет","Нет","","","Нет","","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Да","Нет","","Отказался отвечать","","Нет","Нет","Не знаю","Не знаю",""
"696309","Розничная торговля","Средний","Центральный Федеральный округ","Розничная торговля","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2010","Да","Розничная Продажа Керамической Плитки И Светильников","0","Не является препятствием","9","Транспорт","1500000","","0","200000","710000","","Нет","Нет","Да","Нет","Нет","","","Нет","","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","","Нет","Не является приоритетом по сравнению с другими инвестициями","Нет","Нет","Не знаю","0",""
"696390","Розничная торговля","Средний","Северо-Западный федеральный округ","Розничная торговля","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2010","Нет","Розничная торговля Сувенирами. Продажа Сувенирных Магнитов, Брелоков, Тарелок, Кружек, Ложек, Стяжек, Часов, Значков, Футболок, Головных Уборов С Различной Символикой, Ножей С Гравировкой, Продажа Открыток, Туристических Карт, Путеводителей","Не применимо","Не является препятствием","2","Здоровье","16000000","","380000","Не знаю","68000000","","Нет","Нет","Нет","Нет","Нет","","","Нет","","Нет","Нет","Не применимо","Не применимо","Нет","Не применимо","Нет","Не применимо","Не применимо","Нет","Нет","Нет","","Нет","Не выгодно","Нет","Нет","Не знаю","Не знаю",""
"696452","Розничная торговля","Средний","Сибирский федеральный округ","Розничная торговля","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2015","Да","Розничная Торговля Ювелирными Изделиями Из Золота, Серебра, Керамики","0","Очень серьезное препятствие","2","Не знаю","Не знаю","","Не знаю","Не знаю","Не знаю","","Нет","Нет","Нет","Нет","Нет","","","Нет","","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","","Нет","Не знаю","Нет","Нет","Не знаю","Не знаю",""
"696700","Розничная торговля","Средний","Дальневосточный федеральный округ","Розничная торговля","Индивидуальный предприниматель","2013","Да","Розничная Продажа Детской Одежды","100","Не является препятствием","9","Транспорт","Не знаю","","Не знаю","Не знаю","Не знаю","","Нет","Нет","Нет","Нет","Нет","Каждый месяц","","Нет","","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","","Нет","Нехватка финансовых ресурсов","Нет","Нет","12","0",""
